Friends,Friends,Friends,Friends,Friends,Friends,Game of Thrones,Game of Thrones,Game of Thrones,Game of Thrones,Game of Thrones,Game of Thrones,The Big Bang Theory,The Big Bang Theory,The Big Bang Theory,The Big Bang Theory,The Big Bang Theory,The Big Bang Theory,The Office,The Office,The Office,The Office,The Office,The Office
Chandler,Joey,Monica,Phoebe,Rachel,Ross,Cersei Lannister,Daenerys Targaryen,Jaime Lannister,Jon Snow,Sansa Stark,Tyrion Lannister,Amy,Howard,Leonard,Penny,Raj,Sheldon,Andy,Angela,Dwight,Jim,Michael,Pam
1.0000000000000007,0.9080028909915571,0.8940741421033799,0.9260005101148138,0.9233814091530673,0.9277745592130403,0.33556032236887606,0.2663717768586396,0.3443603530113081,0.3420006048363809,0.3000735685370283,0.39315447895651345,0.5219531019877048,0.734830805362068,0.6909924162657327,0.7249526667936363,0.7444478773817432,0.581999527470617,0.6874521970319895,0.497204218015106,0.6062524604166135,0.6647035322537097,0.7124481829619049,0.6641255558996112
0.9080028909915571,0.9999999999999997,0.8865296935477025,0.8906901976964693,0.8741821876013623,0.9285663390370963,0.2994669717953548,0.2379916767243921,0.312531969641191,0.304759242118421,0.2610513769822963,0.3494329757472901,0.4737956424208999,0.7128610163540595,0.6740301384098346,0.6952634479375109,0.7268150694745846,0.5397047395840775,0.6856504477786037,0.4551634890327901,0.5786187154354331,0.6505155633549948,0.6724991804249313,0.6492120194144056
0.8940741421033799,0.8865296935477025,0.9999999999999987,0.9121105401116785,0.910141362373451,0.9095605929400326,0.30501078274808385,0.2388822886601964,0.31380045275296115,0.30937814869591995,0.2758549815956623,0.35800916886475953,0.49344000097642615,0.6887563651760192,0.6421655165533371,0.6880099799658788,0.6889117692181098,0.5426771621368542,0.6348375304141296,0.47532336957259297,0.5643007425164945,0.622412270215371,0.6638841816768385,0.6300219097721177
0.9260005101148138,0.8906901976964693,0.9121105401116785,1.0000000000000016,0.9467425903852258,0.9238944856168847,0.2950293955829377,0.23244329373984002,0.30039489120023777,0.3036470363324206,0.26875683249237625,0.3576480744943263,0.5119545925941823,0.7317934993153262,0.687531935142684,0.7649159912391852,0.7477346868615774,0.5872757406576117,0.686633227366273,0.5043707821582833,0.6062064838102214,0.6797056008157102,0.7182392930078136,0.6971654020121716
0.9233814091530673,0.8741821876013623,0.910141362373451,0.9467425903852258,1.0000000000000007,0.888990018597504,0.27503944896571453,0.21594852359820535,0.2801698875554852,0.2859646713715081,0.2553432057463089,0.33677904354406085,0.4887076992454163,0.6892191083978884,0.6537967788422451,0.7228854086992446,0.7022653653820151,0.5633247173038692,0.6458064628310645,0.48664929015653136,0.5700565141692535,0.644088651220945,0.672712124586774,0.6541199698042415
0.9277745592130403,0.9285663390370963,0.9095605929400326,0.9238944856168847,0.888990018597504,0.9999999999999996,0.3120973484320062,0.2462264976895977,0.32267586839955525,0.3189827232566651,0.27943361500765534,0.3656481543924064,0.5126753137051964,0.7400827423630764,0.7137213072095785,0.7445106647266474,0.7662444731280655,0.5747055269424524,0.7037296074303582,0.49550557473436263,0.608337438115852,0.6869650876308002,0.7179437774626275,0.687737596494208
0.33556032236887606,0.2994669717953548,0.30501078274808385,0.2950293955829377,0.27503944896571453,0.3120973484320062,1.0000000000000013,0.5424272439676872,0.7343971896090004,0.5626569556579444,0.5945093880731187,0.7607864474991868,0.3433915440756143,0.4117030152634463,0.364425315340635,0.3169580010846827,0.40923260563331415,0.39998547338569324,0.36505685540144855,0.3056739580096527,0.35033782427464405,0.30443239559196805,0.3767701129448027,0.3091333901820325
0.2663717768586396,0.2379916767243921,0.2388822886601964,0.23244329373984002,0.21594852359820535,0.2462264976895977,0.5424272439676872,1.0000000000000013,0.5255768439421417,0.5224341574754293,0.46150953692106317,0.6356354501885202,0.26849125475437396,0.3229604796255546,0.2880506669938968,0.24994455059774467,0.3196179066057622,0.31922421821462293,0.28693405026339464,0.24621667660163515,0.28171500996347654,0.23772128955072067,0.30611825069146986,0.2438963821909262
0.3443603530113081,0.312531969641191,0.31380045275296115,0.30039489120023777,0.2801698875554852,0.32267586839955525,0.7343971896090004,0.5255768439421417,1.0000000000000004,0.6267787428708818,0.5795283289541026,0.761584464431321,0.3462978349865523,0.41643393741603085,0.3779475790402636,0.322244580728292,0.41360128028820975,0.40982713166337364,0.36337137996790897,0.3090898179296656,0.3573265479464899,0.30961017680014424,0.3777212736722368,0.31766851752694963
0.3420006048363809,0.304759242118421,0.30937814869591995,0.3036470363324206,0.2859646713715081,0.3189827232566651,0.5626569556579444,0.5224341574754293,0.6267787428708818,1.0000000000000007,0.6111825839316437,0.6562601301364015,0.33594279366412544,0.40164737699234576,0.36903080616096806,0.3208877787386141,0.39372703109526574,0.3864334865588914,0.35260649422307677,0.3033284976403654,0.34029886803807774,0.3055309641083461,0.37524619938967363,0.30587989551392153
0.3000735685370283,0.2610513769822963,0.2758549815956623,0.26875683249237625,0.2553432057463089,0.27943361500765534,0.5945093880731187,0.46150953692106317,0.5795283289541026,0.6111825839316437,0.9999999999999999,0.6144641349019792,0.2917709416190708,0.34813570450107667,0.32200090905333517,0.28190128976243073,0.3432143849485891,0.3390633980034289,0.304912575382972,0.2708693953215813,0.29308296982321114,0.2660371445438573,0.3267197703503808,0.2734198702472359
0.39315447895651345,0.3494329757472901,0.35800916886475953,0.3576480744943263,0.33677904354406085,0.3656481543924064,0.7607864474991868,0.6356354501885202,0.761584464431321,0.6562601301364015,0.6144641349019792,1.0000000000000002,0.387919486300554,0.46192464496638813,0.42103708050736743,0.37301327976871235,0.46807957877111117,0.4699079679176609,0.4149379412391144,0.3512705601423262,0.4025554644405503,0.35280572744745214,0.4381437104197911,0.35990580674605294
0.5219531019877048,0.4737956424208999,0.49344000097642615,0.5119545925941823,0.4887076992454163,0.5126753137051964,0.3433915440756143,0.26849125475437396,0.3462978349865523,0.33594279366412544,0.2917709416190708,0.387919486300554,1.0,0.7995025051417035,0.8886868078875069,0.8111546954565857,0.7850505507652626,0.6673837867111825,0.5238491531895092,0.40732801072449026,0.46459921444368496,0.4772046226610333,0.5394262661523339,0.48700311806953267
0.734830805362068,0.7128610163540595,0.6887563651760192,0.7317934993153262,0.6892191083978884,0.7400827423630764,0.4117030152634463,0.3229604796255546,0.41643393741603085,0.40164737699234576,0.34813570450107667,0.46192464496638813,0.7995025051417035,1.0000000000000002,0.9080303574768411,0.8957593162368924,0.9092921161508012,0.7608400132024756,0.7222357423397435,0.5217631866275062,0.6316549147926686,0.6623743355631617,0.7252817045530745,0.6787605260859365
