Friends,Friends,Friends,Friends,Friends,Friends,Game of Thrones,Game of Thrones,Game of Thrones,Game of Thrones,Game of Thrones,Game of Thrones,The Big Bang Theory,The Big Bang Theory,The Big Bang Theory,The Big Bang Theory,The Big Bang Theory,The Big Bang Theory,The Office,The Office,The Office,The Office,The Office,The Office
Chandler,Joey,Monica,Phoebe,Rachel,Ross,Cersei Lannister,Daenerys Targaryen,Jaime Lannister,Jon Snow,Sansa Stark,Tyrion Lannister,Amy,Howard,Leonard,Penny,Raj,Sheldon,Andy,Angela,Dwight,Jim,Michael,Pam
0.6909924162657327,0.6740301384098346,0.6421655165533371,0.687531935142684,0.6537967788422451,0.7137213072095785,0.364425315340635,0.2880506669938968,0.3779475790402636,0.36903080616096806,0.32200090905333517,0.42103708050736743,0.8886868078875069,0.9080303574768411,1.0000000000000009,0.9028056547300765,0.9026904705304685,0.7304024951199751,0.6743278849081001,0.49453364186131465,0.5874484912144624,0.6356554097099711,0.685867361659481,0.6493626947029328
0.7249526667936363,0.6952634479375109,0.6880099799658788,0.7649159912391852,0.7228854086992446,0.7445106647266474,0.3169580010846827,0.24994455059774467,0.322244580728292,0.3208877787386141,0.28190128976243073,0.37301327976871235,0.8111546954565857,0.8957593162368924,0.9028056547300765,1.0000000000000007,0.888105107668857,0.7661021427739527,0.6663112528842862,0.4893437036344439,0.588840596255302,0.6508441482723534,0.6973353928702881,0.6693911099032565
0.7444478773817432,0.7268150694745846,0.6889117692181098,0.7477346868615774,0.7022653653820151,0.7662444731280655,0.40923260563331415,0.3196179066057622,0.41360128028820975,0.39372703109526574,0.3432143849485891,0.46807957877111117,0.7850505507652626,0.9092921161508012,0.9026904705304685,0.888105107668857,1.0000000000000007,0.7725660736193196,0.729734800175475,0.5313533725775573,0.6392600559612884,0.6698181789580195,0.7394781824336444,0.6886145768475954
0.581999527470617,0.5397047395840775,0.5426771621368542,0.5872757406576117,0.5633247173038692,0.5747055269424524,0.39998547338569324,0.31922421821462293,0.40982713166337364,0.3864334865588914,0.3390633980034289,0.4699079679176609,0.6673837867111825,0.7608400132024756,0.7304024951199751,0.7661021427739527,0.7725660736193196,1.0000000000000013,0.5892757007824608,0.46697085650537773,0.5448126378065602,0.5355193535180577,0.6092742233966937,0.546544546426559
0.6874521970319895,0.6856504477786037,0.6348375304141296,0.686633227366273,0.6458064628310645,0.7037296074303582,0.36505685540144855,0.28693405026339464,0.36337137996790897,0.35260649422307677,0.304912575382972,0.4149379412391144,0.5238491531895092,0.7222357423397435,0.6743278849081001,0.6663112528842862,0.729734800175475,0.5892757007824608,1.0000000000000004,0.7188434768626089,0.8127591129477496,0.8376516485620297,0.866305848372717,0.8307307365892378
0.497204218015106,0.4551634890327901,0.47532336957259297,0.5043707821582833,0.48664929015653136,0.49550557473436263,0.3056739580096527,0.24621667660163515,0.3090898179296656,0.3033284976403654,0.2708693953215813,0.3512705601423262,0.40732801072449026,0.5217631866275062,0.49453364186131465,0.4893437036344439,0.5313533725775573,0.46697085650537773,0.7188434768626089,1.0000000000000007,0.7490503251442934,0.7984475737832599,0.7874217871691901,0.7330414872027109
0.6062524604166135,0.5786187154354331,0.5643007425164945,0.6062064838102214,0.5700565141692535,0.608337438115852,0.35033782427464405,0.28171500996347654,0.3573265479464899,0.34029886803807774,0.29308296982321114,0.4025554644405503,0.46459921444368496,0.6316549147926686,0.5874484912144624,0.588840596255302,0.6392600559612884,0.5448126378065602,0.8127591129477496,0.7490503251442934,1.0,0.8520810365353371,0.8826892029885705,0.9038158984625476
0.6647035322537097,0.6505155633549948,0.622412270215371,0.6797056008157102,0.644088651220945,0.6869650876308002,0.30443239559196805,0.23772128955072067,0.30961017680014424,0.3055309641083461,0.2660371445438573,0.35280572744745214,0.4772046226610333,0.6623743355631617,0.6356554097099711,0.6508441482723534,0.6698181789580195,0.5355193535180577,0.8376516485620297,0.7984475737832599,0.8520810365353371,0.9999999999999994,0.9203737533067288,0.8912543223126124
0.7124481829619049,0.6724991804249313,0.6638841816768385,0.7182392930078136,0.672712124586774,0.7179437774626275,0.3767701129448027,0.30611825069146986,0.3777212736722368,0.37524619938967363,0.3267197703503808,0.4381437104197911,0.5394262661523339,0.7252817045530745,0.685867361659481,0.6973353928702881,0.7394781824336444,0.6092742233966937,0.866305848372717,0.7874217871691901,0.8826892029885705,0.9203737533067288,1.0000000000000022,0.8910601730355941
0.6641255558996112,0.6492120194144056,0.6300219097721177,0.6971654020121716,0.6541199698042415,0.687737596494208,0.3091333901820325,0.2438963821909262,0.31766851752694963,0.30587989551392153,0.2734198702472359,0.35990580674605294,0.48700311806953267,0.6787605260859365,0.6493626947029328,0.6693911099032565,0.6886145768475954,0.546544546426559,0.8307307365892378,0.7330414872027109,0.9038158984625476,0.8912543223126124,0.8910601730355941,0.9999999999999986
